"","X","Y","Z"
"38328",1.0447441,2.734415,2.9407591
"12734",1.4093846,1.4396173,0.641805999999999
"47219",1.3534632,1.9978529,2.7504684
"1140",1.2053448,2.4923066,3.1805185
"1978",0.8229486,2.1817546,3.781434
"12048",1.3029668,0.7809963,0.808444
"15140",0.58488,0.239917999999999,0.216903
"7485",1.0637232,3.094956,3.2543474
"38663",1.05920883,2.79028,2.835706
"39529",1.2273625,2.835894,2.4673668
"18223",0.97568306,2.816808,0.903071000000001
"46876",1.3553694,0.8725676,2.7940745
"29971",0.6827036,0.0767670000000003,2.44664181
"43159",0.97425556,2.941384,1.303473
"49198",1.3627071,2.862826,2.46771723
"34890",1.211119,2.975228,2.1819995
"10977",1.2363913,0.063256,1.001818
"28762",0.6027699,2.6603106,1.087209
"26533",0.5563067,2.5192672,2.2647255
"47340",1.0733936,0.114459,3.0530098
"48641",1.6477951,2.6446817,2.2843582
"24277",1.4749698,2.744387,2.024741
"13727",0.6242809,2.0960591,0.674414000000001
"18313",1.0805892,2.1274936,0.761965
"7272",1.2336629,2.943454,3.147242
"48770",1.3727926,2.6121663,2.58336751
"17899",1.0623744,2.7203571,0.934304000000001
"16747",0.93465315,2.6969945,1.157743
"24176",1.6117205,2.4671665,1.9026001
"5223",0.8525406,2.803252,3.749364
"14806",0.5969693,0.7273063,0.329955999999999
"16376",0.5391517,0.201708,0.22198
"3831",1.04097439,2.5298589,3.752972
"792",0.8181809,2.740057,3.3139758
"29580",0.6441182,0.541811,2.50440886
"36963",0.75665,2.848671,2.3021747
"47043",1.3516994,2.0329651,2.7781879
"41142",1.0028301,3.001334,2.3503771
"47565",1.3613433,2.4030653,2.7225151
"48354",1.390047,1.2383671,2.59416928
"7378",1.1136695,3.289936,3.2251011
"47034",1.4346702,1.0879612,2.7018413
"15222",0.5533049,0.378463,0.237734
"11264",1.3786393,0.228688,0.81376
"12614",1.2723859,0.199295,0.786975
"43708",0.959190484,2.885468,1.7768886
"36725",0.89538502,2.6840639,2.59030451
"43787",0.98343468,2.870069,1.7376327
"39107",1.1048549,2.781336,2.6794101
"13781",0.6360321,1.9194703,0.606490000000001
"40999",1.05776999,2.948098,2.2890521
"18409",1.022849,2.6374357,0.814589999999999
"7534",1.04882787,3.280232,3.2661118
"44965",1.3337036,0.249187,3.0346353
"49225",1.2698923,2.860539,2.545245746
"38062",1.0914999,3.03529,1.9970244
"31491",0.52176,2.193288,2.8702291
"778",0.8261366,2.5939131,3.3038164
"44846",1.358573,0.221384,3.0126886
"17723",1.2925648,2.3164093,0.7851
"30702",0.6479787,2.2924237,2.6586897
"35894",1.1370141,3.022857,1.89901
"21145",1.5700749,2.798781,1.524856
"46469",1.4671084,1.2268483,2.699593
"9508",1.04142474,2.0065784,0.217887000000001
"16939",1.00749052,2.760612,0.968842
"25281",0.6875051,1.8879376,2.45447372
"33264",0.6376474,1.1681664,2.3733791
"20466",0.3277994,2.2167944,0.998934999999999
"48508",1.5240045,2.4514223,2.47059986
"38459",1.074962,2.90413,2.8848801
"23288",1.5046586,2.0399441,2.1753246
"13120",1.2591263,0.268221,0.750752
"9216",0.97635238,2.132003,0.253838
"27438",0.4922671,2.3046201,2.1497407
"28031",0.5316749,2.913343,1.9310804
"46792",1.4391753,1.841092,2.6971492
"22480",1.4249288,2.753642,1.175048
"20069",0.98371043,1.8434208,0.427130999999999
"47657",1.2813563,1.2275948,2.7851629
"37129",0.8402873,2.956824,2.1554609
"4463",0.99102084,3.42615,3.3043012
"46789",1.4862845,2.2314073,2.6495001
"28911",0.8333028,0.605594,2.4113393
"189",1.0914015,2.4853238,3.5340579
"28438",0.3397322,2.4368471,1.6835797
"24768",1.5566098,2.738826,1.321684
"14396",0.6761601,0.996083,0.361536000000001
"17773",1.2304992,2.5256785,0.826387
"31077",0.7671472,0.8673112,2.48720819
"24091",1.6833648,2.3510478,1.7061888
"31823",0.9018473,3.066225,2.6886088
"31595",0.5339019,2.1704152,2.8815982
"24745",1.473879,2.891118,1.442547
"4406",1.070303,2.5835757,3.3888404
"808",0.7865678,2.6270739,3.2787971
"29360",0.6964005,0.40241,2.4058282
"9820",1.01772248,1.9430244,0.146326
"24770",1.323906,3.00234,1.5731046
"3662",1.0983951,2.2513988,3.75976
"31100",0.6902015,1.1034094,2.56187001
"10255",0.99505817,2.4249873,0.466367999999999
"48712",1.02903942,0.0961990000000004,2.9660911
"27170",0.6425677,2.87391,2.2079383
"43231",0.9776206,2.983068,1.244107
"28126",0.3861914,2.5878339,1.9111493
"6107",1.076517,2.588791,3.3763252
"45135",1.5123948,1.505643,2.7878086
"19084",0.91258328,2.6583318,0.747156
"46721",1.3580513,2.0122399,2.8031952
"10180",1.05465915,2.2398624,0.369657
"15494",0.5765479,0.268238999999999,0.108326999999999
"28483",0.6085541,2.911695,1.347007
"9716",0.964329845,1.8403255,0.177075
"42625",1.00222055,2.818903,1.442827
"32979",0.93030033,2.957239,2.0451572
"25981",0.6086189,2.840911,1.256316
"11656",1.4538437,1.4772924,0.684077
"8448",0.99718235,2.5665406,3.567702
"9397",1.02064877,2.1962112,0.267056
"33798",0.5078497,2.6489401,2.538124719
"25199",0.7901186,1.79890367,2.45122323
"27249",0.5350695,2.0209124,2.285056
"25319",0.5481966,2.5629939,2.226663
"37211",0.7840523,2.773318,2.3969709
"47683",1.3631427,1.9281456,2.7123485
"2687",1.3458555,2.0532711,3.865267
"32081",0.8228219,2.906444,2.63557601
"32098",0.8581435,3.013799,2.58033138
"4014",1.0818705,2.958885,3.684217
"41324",1.01647577,3.272383,2.1874904
"10141",1.03906811,2.2422346,0.351932999999999
"45522",1.4039927,1.24055,2.8737394
"33911",0.5133201,2.802548,2.46824627
"4798",1.3454179,2.831011,3.2797292
"28413",0.4159972,2.818572,1.6057688
"28192",0.4171803,2.7009602,1.8115423
"27894",0.4509658,2.6493551,1.9987976
"44213",0.8542756,2.743872,2.5453786
"39976",1.03511385,2.899869,2.57506875
"32694",0.677639,1.3362838,2.4262613
"23861",1.5743872,2.4373888,2.0074049
"35573",1.1220503,2.7154394,2.49501365
"23093",1.6795912,2.5955626,1.5979952
"25477",0.7719245,1.725022834,2.3352025
"30131",0.5919895,0.524549,2.4240056
"11789",1.4111656,0.586879,0.727935
"25337",0.3675264,2.5977279,1.7985035
"48090",1.3604742,1.2332211,2.6663113
"42868",0.94382298,2.976564,1.444402
"32273",0.3930072,2.2465773,2.7359146
"11861",1.45967,1.2015561,0.673052999999999
"34133",0.93957004,2.954487,3.0519465
"38254",1.0620605,2.778956,2.9501065
"18772",0.92783836,2.0867898,0.773436
"34927",1.1724502,3.04004,1.9807056
"47164",1.207965,0.42049,2.9238792
"29829",0.8159691,0.416865,2.3372788
"28013",0.6741412,3.010056,1.8526014
"17818",1.1981516,2.4630068,0.830341000000001
"35990",1.2435477,3.040714,1.6554643
"23800",1.2392468,1.77355317,2.3756501
"13516",0.8020091,2.1210811,0.695606999999999
"26201",0.4564779,2.846861,1.6279655
"12736",1.4261114,1.63166344,0.618245
"36589",0.7857544,2.6419496,2.594085
"4530",1.271606,3.21148,3.4061358
"2461",1.4930201,1.9455227,4.180652
"1496",0.7311322,2.0716524,4.015373
"22499",1.5243163,2.4201757,2.1767782
"3304",1.3433652,2.926362,3.54479
"48296",1.6198917,2.4978354,2.3718286
"1981",0.107851,2.1005143,4.514992
"40138",1.02647548,2.929029,2.57183426
"2096",1.05632807,2.790916,3.676641
"1420",1.8103709,2.4430626,4.967452
"6048",0.4691701,1.9833584,4.052599
"18672",1.00679221,2.5840838,0.747913
"15789",0.6592559,1.9313973,0.71332
"45574",1.3356488,0.360806,2.9384226
"48861",1.5172034,2.7200945,2.391261
"20249",0.4675319,2.4337828,0.916395
"25459",0.5688841,2.934474,1.540332
"31561",0.6970789,2.73614,2.6748773
"17920",1.2354259,2.1307717,0.757784000000001
"46447",1.441437,2.440715,2.7288492
"23495",1.5501234,2.1742581,2.0877369
"41208",1.00581972,3.275408,2.2639525
"15476",0.6672664,0.310751,0.00541600000000031
"24932",1.4144485,2.5371836,2.543448031
"17863",1.0843208,2.737712,0.930070000000001
"12935",1.2778885,0.8106679,0.749502
"6742",0.7010015,2.826343,3.600057
"35611",1.1203021,2.736046,2.46149294
"4615",0.88039746,2.5579902,3.816089
"10720",1.391582,0.0722740000000002,0.892299999999999
"29463",0.586266,0.192603,2.3402487
"46018",1.5862422,2.5905317,2.61865185
"33200",0.6172477,2.824296,2.544669924
"6168",0.93797896,3.057093,3.5151673
"14623",0.5619881,0.8333202,0.422286
"40499",1.0954768,2.803291,2.4349222
"8473",1.03766924,2.922479,3.571621
"32206",0.5982717,2.5766933,2.5591968
"35454",1.2310794,2.734211,2.44706882
"18967",0.8000059,2.5039306,0.880811999999999
"34955",1.2496243,3.010115,1.9854461
"18159",1.1162454,2.539017,0.760097
"33220",0.5906983,1.8728163,2.58079305
"8155",0.8263348,2.97151,3.1455278
"43567",0.92261858,3.014068,1.5799505
"19305",0.88144033,2.0576302,0.736799
"46931",1.2766883,0.8575574,2.8733651
"13398",1.3918184,0.304907,0.801472
"14972",0.5614211,0.918791300000001,0.320154
"44277",0.9289217,2.840846,2.922962
"41531",0.97912192,3.087083,2.1078531
"21739",1.1083049,2.2068898,2.7445972
"6000",0.94282438,2.939256,3.5335191
"33442",0.5159083,1.5580891,2.58580024
"464",1.0615868,2.4477338,3.4245023
"41271",0.963054323,2.989834,2.2695694
"43608",0.93459597,2.918033,1.7766321
"8801",0.91400407,2.2393167,3.83677
"33308",0.4411643,2.245761,2.7132587
"34282",1.05413305,3.014671,3.0270793
"21395",1.3319319,2.199063,2.52456532
"28742",0.3687211,2.5657712,1.371822
"13570",0.7261657,1.9847511,0.72377
"1176",1.2250828,2.758491,3.2878572
"5163",0.7644711,2.3375639,3.842038
"26603",0.6097546,2.4203305,2.50793237
"4505",0.7631742,2.1690645,3.965744
"21002",1.4945443,2.0172588,2.1903297
"40179",0.87900238,2.813462,2.49778699
"34415",0.9827291,3.020053,3.0509473
"48993",1.4026645,2.6719136,2.50367969
"27225",0.5822069,1.8396016,2.2421933
"38817",1.0971929,2.772365,2.7553591
"4853",1.3404122,2.956589,3.2748204
"7176",1.3085291,3.126928,3.1678379
"28114",0.5267154,2.964403,1.7547172
"3487",1.3872836,2.812254,3.4739059
"22081",1.2545859,1.78440704,2.3156996
"3337",1.1919717,2.830479,3.7338
"13837",0.6272773,1.1917703,0.611540999999999
"47040",1.138087,0.109308,3.0206274
"621",0.89701334,2.5075455,3.4366637
"43215",0.94180861,2.966895,1.302184
"29813",0.7126451,0.521396,2.4404626
"48842",1.6077939,2.7159035,2.312001
"40572",0.948794,2.6918635,2.549490983
"15942",0.5846091,1.0273722,0.628779999999999
"18588",1.03292518,2.5780202,0.742440999999999
"8774",0.6088799,2.748404,5.052561
"10845",1.4689309,0.284596,0.777049
"43293",0.98759952,2.932234,1.20405
"1663",1.6685228,2.6185101,4.934827
"28424",0.6855894,2.938478,1.326652
"4451",0.9101053,2.6555306,3.794938
"36435",0.7871449,2.7156222,2.52160441
"14796",0.5378994,0.9365159,0.394786
"35147",1.2931695,2.6228477,2.51411694
"38707",1.1165729,2.6857509,2.767697
"43028",0.98833176,2.970826,1.301645
"18789",1.02842079,2.5440617,0.691586000000001
"11572",1.4300145,0.373301,0.729566999999999
"48059",1.1072296,0.384475,2.9626894
"5638",1.01676373,2.5935928,3.5386333
"1869",1.3476062,2.865439,3.656965
"11251",1.4334491,0.239734,0.767025
"9683",0.968540412,1.64805109,0.160437999999999
"17363",1.5433318,2.5180999,0.81133
"864",1.220167,2.831626,3.2404669
"3194",1.214923,2.5934163,3.743322
"15382",0.5322229,0.0770029999999995,0.187512
"27325",0.5763686,2.731852,2.2028357
"34346",0.93787989,2.85036,3.1124587
"6306",1.0884932,2.733525,3.2813384
"49027",1.2679397,2.959149,2.6527693
"5132",1.1339204,2.821111,3.4484236
"35077",1.1313109,2.5839735,2.7001105
"24860",1.5572693,2.6132404,1.172034
"49214",1.3405579,2.896083,2.48836245
"3499",1.1513028,2.855438,3.731507
"44362",0.92200588,2.886067,2.9065607
"10729",1.4228187,1.0535435,0.857282
"15021",0.564477,0.8353796,0.299713000000001
"46952",1.3073934,1.2770652,2.8264279
"12137",1.5101427,1.9081805,0.588528
"46689",1.2424034,0.426055,2.9270843
"30892",0.7437664,0.9920396,2.46663174
"33080",0.6158818,1.3421381,2.3367066
"20961",1.5372527,2.6172752,2.0617718
"33996",0.3974331,2.6798227,2.44392367
"27423",0.4763332,2.1900499,2.1715849
"31754",0.5988139,1.3296283,2.48961156
"9843",1.00758811,2.0151013,0.180265
"1883",1.1766422,2.6602701,3.5105356
"48452",1.3792025,1.1770317,2.60633505
"35666",1.3313777,2.888398,2.1957474
"2679",0.4211895,2.683246,5.031674
"15249",0.6367372,0.32743,0.109173999999999
"10082",1.00235292,2.32612,0.357502
"26680",0.613315,2.1392763,2.48698923
"27649",0.5140434,2.829896,2.0047606
"15682",0.5668219,1.0803746,0.622008000000001
"47816",1.4443064,2.3826318,2.60151543
"37813",0.99895212,2.845924,2.0478301
"19138",1.0505728,2.0216132,0.588236999999999
"27844",0.4550253,2.3934174,2.0829381
"46215",1.1748908,0.592596,3.0313776
"47724",1.3814415,1.2211967,2.6818096
"2915",1.2689371,2.2842348,3.833242
"24669",1.3732067,3.012039,1.6689548
"24694",1.5716119,2.792281,1.421354
"36203",1.1505692,2.953189,1.329452
"17138",1.6935817,2.1692161,0.930223999999999
"39452",1.01067507,3.006071,2.7399525
"10758",1.3571089,0.107189,0.924972
"45711",1.2268029,0.410617,3.047802
"12628",1.4697564,1.8237202,0.594319
"45172",1.5221972,1.4105203,2.7990258
"39403",1.01941275,2.6544028,2.7096865
"18217",1.05125145,2.5456632,0.833411999999999
"41162",1.00578847,3.149115,2.2903133
"39722",0.94350772,2.869966,2.0608381
"3722",1.02137675,2.2593169,3.815799
"37051",0.7471138,2.897929,2.2322658
"19009",0.91887409,2.5790687,0.769871
"49583",1.1448938,0.395672,2.945645
"10187",0.95380169,2.4811883,0.472643999999999
"2040",0.2608981,2.6826541,5.067558
"23498",1.5550617,2.105072,2.0884749
"30301",0.6509508,0.359476,2.406521
"36640",0.831564,2.6850079,2.60839232
"1821",0.7269802,1.0036571,0.4862
"35574",1.317864,2.835772,2.2678035
"31758",0.6460677,2.918717,2.48201918
"3422",1.1535369,2.2153583,3.740704
"24200",1.5956623,2.6149794,1.9212077
"17750",1.1883009,2.6332306,0.854668
"31969",0.6739356,1.108008,2.4075025
"39359",1.1314348,2.848898,2.51433389
"10353",1.1088019,2.3113774,0.443272
"8999",1.8573173,2.1925186,4.801028
"16071",0.6028721,0.8001076,0.456600999999999
"14971",0.5558549,0.9040277,0.325089999999999
"22901",1.0647014,1.8500793,2.677911
"14483",0.7786512,0.145708,0.231928
"47836",1.2644821,1.3456029,2.7761901
"35339",1.2178466,2.906981,2.2432824
"44967",1.3257931,0.028073,3.1898005
"5277",0.89094158,2.3055847,3.705091
"11147",1.4228743,0.399888,0.768566
"17685",1.3912876,2.2455321,0.715274000000001
"34865",1.1932361,2.98724,2.0976454
"46280",1.2050533,0.653832,3.0094301
"38008",0.966523678,3.01859,2.2327414
"36748",0.8496468,2.6785226,2.61848311
"43818",0.98447916,2.863382,1.8088373
"24073",1.1893878,1.71167058,2.3809329
"20238",0.8425376,2.0421859,0.517481999999999
"4469",1.0921008,3.089444,3.589054
"11200",1.3226235,0.117633,0.884017
"41753",1.00210234,3.042062,1.9974878
"9980",1.01205436,2.1130979,0.228342999999999
"42016",0.91479666,3.036445,1.5684029
"35844",1.3228797,3.002968,1.7690741
"40838",0.8510911,2.77511,2.63416916
"42088",0.93681035,2.96261,1.694475
"25180",0.5567638,2.0118525,2.3686199
"19220",1.072334,1.9841574,0.556616999999999
"13018",1.3210008,1.900518,0.69619
"5837",1.02938357,2.5786121,3.4467132
"7788",1.01508484,2.826698,3.1926187
"13495",0.802242,2.0738773,0.710379
"37495",0.7940192,3.051799,1.6040551
"48416",1.0934357,0.544926999999999,2.9347514
"35720",1.1778313,2.838563,2.3249889
"8726",0.4167221,2.6820201,5.057127
"42867",0.89712272,3.021462,1.454098
"15847",0.5658939,2.0212285,0.712173
"7501",1.0892005,3.208551,3.222431
"33458",0.56877,2.5482438,2.55789497
"29413",0.743815,0.443853,2.3413814
"42484",1.01048529,3.007138,1.527565
"13847",0.6932961,0.210296,0.210983000000001
"47317",1.2879744,1.0944604,2.8283375
"19536",0.94879641,2.5144626,0.630697999999999
"2747",0.3500923,2.73768,4.986147
"37302",0.8225107,3.042197,1.9164342
"16558",1.03615934,2.7170629,1.165752
"5707",0.88228379,2.5462227,3.651038
"39859",0.91597543,2.824014,2.58360023
"28757",0.3508127,2.5440911,1.371204
"11871",1.389395,0.215438,0.693842
"7256",1.2623583,3.183695,3.1449923
"47619",1.1082481,0.190404,2.9964775
"7642",1.01378575,3.334511,3.2591511
"38278",1.0654391,2.899796,2.9302856
"4128",0.93809138,2.5727288,3.820871
"24788",1.5346034,2.77624,1.307762
"16986",0.89246055,2.7086337,1.069843
"29451",0.87747296,0.0587869999999997,2.4336354
"3921",1.2486587,2.911622,3.5115898
"7502",1.05121091,3.103909,3.2699626
"40919",0.93355594,2.84248,2.57675318
"19143",1.1157286,2.0965924,0.500471000000001
"32364",0.3974541,2.2383641,2.789232
"30089",0.8187357,0.196076,2.2815649
"20801",1.2692891,2.979376,1.476247
"23091",1.3481325,2.6843544,2.3555308
"48542",1.0874925,0.215585,2.9387275
"35694",1.1778526,2.912101,2.2502439
"43717",0.969431986,2.870305,1.8452016
"31572",0.7623678,2.968077,2.62316031
"848",1.2509153,2.7111911,3.2281008
"4955",1.00404904,3.124953,3.609964
"17971",1.083264,2.5560118,0.875062
"22056",1.3714228,2.359754,2.4219497
"14523",0.5879451,1.0556604,0.433215000000001
"15332",0.6708195,0.327677,0.0142020000000009
"10320",0.963638564,2.4941447,0.556160999999999
"44644",1.3584415,0.0748980000000001,3.15408
"38273",1.1195655,2.749175,2.8699583
"42971",0.90377579,2.926454,1.27787
"20985",1.5675701,2.0696987,2.0513902
"10172",0.93265192,2.4076347,0.49447
"27620",0.4516989,2.6813975,1.9750063
"43361",0.94882546,2.873718,1.177157
"13226",1.3041827,0.9828922,0.672672
"33869",0.503857,2.728564,2.49782261
"49589",1.05892792,0.00677299999999992,3.1598072
"32503",0.6270873,1.3473424,2.277513
"39881",1.05002523,2.862362,2.9389933
"6580",0.87358183,2.884573,3.4810795
"32157",0.6025906,2.5425661,2.8474606
"3899",1.2765414,3.083362,3.4995736
"4084",1.01288809,2.6312092,3.755341
"25292",0.7624626,1.75687169,2.4103831
"46478",1.432959,2.533685,2.7102953
"9116",1.01633801,2.3310181,0.455786
"43694",1.01682392,2.891021,1.8297245
"28761",0.3641739,2.5428307,1.356899
"48737",1.6587268,2.6071945,2.2756064
"11090",1.4017297,0.120601,0.810693000000001
"15638",0.7256482,1.0556523,0.512032
"46594",1.1636461,0.607438999999999,3.0185574
"31423",0.6423789,2.2630809,2.7022631
"40936",0.950604643,2.849647,2.57404188
"5182",1.0575153,2.908625,3.554141
"28609",0.3225856,2.4273531,1.5473033
"15679",0.57467,1.059882,0.640965999999999
"9744",0.97449853,1.77544706,0.177548
"11256",1.4529341,0.320101,0.749084
"10676",1.4336171,0.121649,0.864512
"20340",0.5409807,2.1773706,0.807742000000001
"21749",0.736626,1.8677123,2.51724183
"7290",1.2356322,3.020283,3.1422598
"47312",1.4730991,2.813086,2.62856662
"21186",1.3773168,2.988155,1.8182579
"30075",0.753753,0.18732,2.3873453
"42581",0.91048548,2.996472,1.9192707
"16352",0.5563001,0.415185,0.239097000000001
"24794",1.590853,2.6170445,1.236572
"7715",0.94129765,3.400552,3.3091292
"32288",0.5858223,2.0949954,2.8335118
"35212",1.1819086,2.5697159,2.61447929
"3149",0.1532854,2.4904379,4.872988
"13874",0.5938616,1.0123093,0.613135
"16101",0.5535954,0.9304535,0.479475000000001
"15241",0.5420228,0.175066,0.236167999999999
"16958",0.98025931,2.769047,1.001489
"23777",0.91960027,1.8960038,2.7095038
"38854",1.05455558,2.747724,2.8087487
"39331",0.86360805,2.783219,2.9175219
"29881",0.8072441,0.366386,2.3429725
"2161",0.1401239,2.0777155,4.478276
"22341",1.4535559,2.795442,2.0108895
"17264",1.6578392,2.318779,0.787177
"36825",0.8296544,2.861383,1.159505
"47935",1.4018322,1.207792,2.6385682
"47463",1.2990747,1.2252565,2.7934034
"46485",1.1510807,0.162243999999999,3.064565
"44892",1.3702463,0.0458059999999998,2.9802584
"47195",1.4672976,2.0854344,2.62214789
"33436",0.5224437,2.3629375,2.59330303
"28972",0.7480556,0.585654,2.45843375
"45905",1.4762121,1.9684804,2.7390456
"19258",0.89259225,2.6775192,0.740392
"321",1.1526008,2.5225041,3.4015965
"7550",1.03904322,3.272252,3.2635235
"30922",0.6834307,1.0374019,2.51284579
"39188",1.00991958,2.862914,2.7396533
"637",0.950898957,2.4707241,3.3206792
"15937",0.7295901,0.9548672,0.477211
"41528",1.00247843,2.841793,2.0870368
"49242",1.2599163,3.079266,2.52547956
"42026",0.92298803,2.94434,1.5792088
"3381",1.278422,2.901089,3.606628
"47596",1.4585015,2.3131904,2.59469457
"43882",0.93182899,2.912564,2.0211721
"7104",1.3314276,3.123224,3.1859894
"3829",1.2430477,3.108747,3.5175522
"18307",1.05923273,2.746605,0.790797999999999
"26296",0.7524969,2.801952,1.106943
"6390",0.8456808,3.020431,3.5555
"16733",1.04211061,2.758921,1.051102
"14650",0.6843862,0.619143,0.280607
"9798",0.97806282,1.9781867,0.182932000000001
"10730",1.441072,1.111239,0.835402999999999
"2255",0.97896138,2.2623423,3.855613
"1718",1.7452042,2.4020285,4.860662
"48065",1.3599505,2.5367405,2.6744492
"3540",1.3771535,2.844958,3.4730223
"37423",0.7548378,3.021635,1.7834664
"38332",1.05560488,2.902148,2.9247684
"48403",1.1317047,0.435033,2.8934747
"33500",0.4498341,2.6435465,2.6778041
"31753",0.6581406,2.3285873,2.7846308
"22487",0.967341137,1.63007312,2.4213137
"38606",1.1298279,2.6810554,2.7960601
"425",1.1487015,2.3510756,3.3407469
"21073",1.5255034,2.875155,1.6117185
"36140",1.0685651,2.987819,1.46694
"18405",1.03168094,2.744861,0.794976
"953",1.1479105,2.5302948,3.2251331
"15716",0.6744771,0.670128,0.375556
"41986",0.98401351,3.115128,1.8493066
"26884",0.6282791,2.938694,2.0246704
"502",0.98790406,2.4813071,3.4702481
"46851",1.495156,1.0935303,2.6409389
"6961",0.6833745,2.937275,3.3094104
"21653",1.170742,2.5640515,2.6838169
"32588",0.5933061,2.5888417,2.7577666
"12956",1.3669823,1.2726827,0.660644999999999
"30281",0.5940207,0.209004999999999,2.3767257
"2818",0.5414664,2.0323242,4.115444
"21500",1.0213019,1.63303793,2.44653637
"25302",0.3673031,2.5488067,1.344293
"11334",1.3638006,1.0114262,0.827634
"23002",1.5101336,2.3583589,2.2024334
"28798",0.576311,2.5945132,1.060416
"33670",0.4294427,2.5468223,2.45649399
"6005",0.0968395000000002,2.0024641,4.466783
"30731",0.7366631,2.844524,2.56297562
"11237",1.3894721,0.901548500000001,0.812937
"32356",0.6312439,0.941580099999999,2.4773274
"25574",0.8090639,2.0072063,2.648567
"14340",0.5926197,1.2074499,0.467344000000001
"11625",1.3928461,0.520894999999999,0.763603
"20972",1.5550174,2.4982211,2.0606315
"39927",0.92558186,2.683711,2.735691
"28437",0.5680591,2.914568,1.426261
"19234",1.0636101,2.0017732,0.557992
"19628",1.03984297,1.988123,0.487539999999999
"35435",1.1584061,2.732852,2.547421091
"35118",0.8379707,2.6943986,2.4773298
"24766",1.6062799,2.6107225,1.254545
"32484",0.5225015,2.3342273,2.6875375
"23188",1.501975,2.4378811,2.1986706
"47969",1.6840219,2.645808,2.3184643
"44403",0.93679822,2.767196,2.7718483
"49570",1.2341599,0.114727999999999,3.1013795
"43509",0.89841098,2.960335,1.311678
"3289",1.2589379,2.758937,3.677573
"23897",0.964021968,1.81502167,2.57262148
"48071",1.4562493,2.4405914,2.57383112
"44930",1.3205958,0.0460729999999998,3.1317474
"49450",1.210505,0.0194969999999994,3.2093283
"2317",0.7547483,2.797453,3.650421
"7172",1.2879735,2.973291,3.1681013
"11400",1.2568507,0.116063,0.938877999999999
"7161",1.1672409,3.38524,3.3199487
"30274",0.6672307,0.13854,2.4125436
"18269",1.1278743,2.1665202,0.707158
"21704",1.2257987,2.3684676,2.61225373
"29903",0.86367441,0.19219,2.2751195
"28909",0.8443574,0.569654,2.397383
"20892",1.6008412,2.6624718,1.807472
"5248",1.02660842,2.829734,3.2143186
"13764",0.6992509,0.9830132,0.560328999999999
"36849",0.8140695,2.940133,2.2386272
"21764",1.4150867,2.2538669,2.4067296
"5557",0.8133628,2.2437672,3.741924
"33604",0.5324087,2.375711,2.56518424
"38594",1.0757592,2.7166947,2.720211
"37417",0.6759508,3.026497,1.861505
"15296",0.5681718,0.114537,0.190965
"30993",0.4771361,2.2297862,2.870554
"1996",1.7852533,2.5273538,4.992648
"24643",1.3234164,3.016832,1.7371483
"22318",1.631876,2.1842544,1.9263374
"38481",1.03441002,3.041205,1.7679622
"1433",0.1401429,2.019729,4.422903
"26478",0.7361926,1.77294086,2.4148891
"42697",0.93222022,2.950624,1.505903
"31368",0.5421326,2.2264116,2.7959215
"44298",0.93996616,2.85995,2.9268861
"48370",1.3291018,0.356396,2.898749
"35221",1.0747144,2.6398412,2.7218269
"38016",1.02248888,2.993297,1.772269
"5790",0.2143329,1.886906,4.355855
"21334",1.03237074,1.9839604,2.8682208
"12223",1.4120788,1.1526583,0.677977
"30895",0.7659628,1.2079238,2.45511873
"23928",1.5840711,2.4548419,1.9810744
"7944",0.947782,3.124139,3.191407
"32308",0.7564319,2.941452,2.5252182
"18535",0.8452266,2.722802,0.961527999999999
"11240",1.4209755,0.35918,0.775386000000001
"45490",1.4876239,1.4917652,2.785617
"44223",1.05742606,2.997928,1.947002
"10833",1.4430543,1.0533477,0.809473000000001
"34094",0.89716854,2.821337,2.9884132
"2539",1.4391731,2.0513992,4.106396
"30640",0.8154621,0.248625,2.3038441
"6913",0.00578469999999998,2.3010237,4.839756
"6668",0.7980221,3.023128,3.5291499
"7130",1.2951122,2.891052,3.2241376
"7741",0.98498812,2.806813,3.2426681
"4856",0.4913471,1.9084807,4.223337
"38315",1.01947454,2.924705,2.8880472
"34674",1.00470379,2.938527,2.9727485
"27204",0.5218281,2.2323936,2.3059561
"16228",0.5863435,0.9274991,0.371213000000001
"21640",1.05428101,1.64920863,2.46433783
"37535",0.6884764,3.006633,1.6697372
"17691",1.3003673,2.2188777,0.794813999999999
"20309",0.94272003,2.0051257,0.368853
"31522",0.6853012,2.2992259,2.7293515
"26750",0.3464928,2.3583499,1.614482
"23915",1.2188707,1.76484426,2.3748401
"29483",0.86704905,0.0823539999999996,2.396924
"2573",1.8674181,2.0290979,4.588249
"34020",0.4147771,2.60362,2.392321
"12380",1.2265503,0.131042,0.877782
"45538",1.2508335,0.467026,3.024404
"43871",1.02689461,2.904351,1.8912198
"9576",0.98744309,2.3779097,0.446591
"33914",0.4809241,1.544472,2.49923402
"1252",1.02308738,3.430484,3.3507895
"28049",0.4394735,2.0118946,1.9917156
"41628",1.0644304,2.950094,2.2251586
"15944",0.5878916,1.1189212,0.626073
"1810",0.6924075,2.971242,3.3505649
"26691",0.6906149,1.8437689,2.3744753
"7058",1.3711039,3.189731,3.2069869
"5874",1.1394825,2.754515,3.3312911
"29674",0.7301481,0.590144,2.45705998
"1953",0.6826608,2.933709,3.3715525
"332",1.2359401,2.82841,3.2958453
"47496",1.3582966,1.8766233,2.726136
